"movie_title","second_column"
Advise and Consent,14
Aftershock,14
Almost Christmas,14
The American President,14
Amityville: The Demon,14
An Education,14
And Now A Word From Our Sponsor,14
Andron (AndrĂ˛n - The Black Labyrinth),14
Anne Frank Remembered,14
Are You Here,14
Armstrong,14
Army of Darkness,14
Arsenal,14
At Middleton,14
Atomic Blonde,14
Backtrace,14
Au Hasard Balthazar,14
Bananas,14
Barb Wire,14
Bart Got a Room,14
Batman Gotham Knight,14
Battle of the Brave,14
Beautiful Boy,14
Been So Long,14
Behind The Burly Q,14
Being Evel,14
Ben is Back,14
Benny & Joon,14
Bethany,14
Big Eden,14
Birdman,14
Black Moon Rising,14
BlacKkKlansman,14
Blind Spot: Hitler's Secretary,14
Blizzard,14
Blood Tea and Red String,14
Blue Chips,14
Blue Jasmine,14
Blue Jay,14
Bobby Deerfield,14
Body of Evidence,14
Boogie Man: The Lee Atwater Story,14
Born To Be Blue,14
Born To Be Wild,14
The Borrower,14
Bounty Killer,14
The Brides of Dracula,14
Bridesmaids,14
Bright Leaves,14
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,14
The Broadway Melody,14
Burn After Reading,14
"Night of the Eagle (Burn, Witch, Burn! )",14
Butterflies Are Free,14
Caddyshack II,14
California Solo,14
Callas Forever,14
Can You Keep a Secret?,14
Captivity,14
Carnal Knowledge,14
Cecil B. Demented,14
Charlie Bartlett,14
Cheaper by the Dozen,14
Chelsea Walls,14
Child 44,14
Chronicle,14
Cinderella III: A Twist in Time,14
Collide,14
The Color Purple,14
Crazy Heart,14
Crocodile Dundee in Los Angeles,14
Cut,14
Dark Night of the Scarecrow,14
Dark River,14
Dark Summer,14
Dead Ant,14
The Dead Zone,14
Deadly Blessing,14
Death of a Cyclist (Muerte de un ciclista),14
Deep Rising,14
Defending Your Life,14
Delgo,14
Deliver Us from Evil,14
The Desert Rats,14
Destry Rides Again,14
Diary of a Wimpy Kid 2: Rodrick Rules,14
Dog Days,14
Double Team,14
Dr. Goldfoot and the Bikini Machine,14
Dracula's Daughter,14
Dreamer: Inspired by a True Story,14
Elfie Hopkins,14
En soap,14
England Is Mine,14
Eulogy for a Vampire,14
Evelyn,14
Evergreen,14
Evil Under the Sun,14
Expired,14
The Eyes of Tammy Faye,14
Fair Game,14
The Family Man,14
Fantastic Four: Rise of the Silver Surfer,14
Far and Away,14
The Ex,14
Fast & Furious 6,14
Feminists: What Were They Thinking?,14
Final Destination 3,14
Fingers,14
First Family,14
Framing John DeLorean,14
Free China: The Courage to Believe,14
The French Connection II,14
Frozen River,14
Funny About Love,14
Futurama: The Beast With a Billion Backs,14
General della Rovere (Il generale Della Rovere),14
Gentleman Jim,14
Get the Gringo,14
Ghost Rider: Spirit of Vengeance,14
Going Down In La-la Land,14
Gold Diggers of 1933,14
The Golden Bowl,14
Touchez Pas au Grisbi (Hands Off the Loot),14
Guess Who's Coming to Dinner,14
Ha-shoter (Policeman),14
Hannah Takes the Stairs,14
Hard to Kill,14
Harry Potter and the Goblet of Fire,14
Hateship Loveship,14
Dark House,14
The Heart Is a Lonely Hunter,14
Heavy Traffic,14
The Hebrew Hammer,14
Herb & Dorothy,14
Here Comes the Groom,14
Holiday Inn,14
Home,14
Hot Summer Nights,14
Hotel Transylvania 3: Summer Vacation,14
How She Move,14
How To Make Money Selling Drugs,14
How to Survive a Plague,14
I Am Love,14
I Bury the Living,14
I Come in Peace,14
I Give It a Year,14
"I, Robot",14
I Was a Teenage Zombie,14
Ice Age 2: The Meltdown,14
Happily Ever After,14
In the Mouth of Madness,14
In Time,14
Incendiary,14
An Inconvenient Truth,14
Indivisible,14
Isn't She Great,14
"It's a Mad, Mad, Mad, Mad World",14
Jazz on a Summer's Day,14
Jeepers Creepers 2,14
Johnny Suede,14
JSA: Joint Security Area (Gongdong gyeongbi guyeok JSA),14
Junebug,14
Jungle 2 Jungle,14
Justin Timberlake + The Tennessee Kids,14
Kazaam,14
Kicks,14
Kika,14
Kill Me Three Times,14
Killing Jesus,14
Killing Kennedy,14
King of the Gypsies,14
Klute,14
The Double Hour,14
La Scorta,14
L'Argent,14
Last Man Standing,14
Last Summer in the Hamptons,14
The Late Show,14
Le Petit Lieutenant,14
Letter From an Unknown Woman,14
Life After Beth,14
Linsanity,14
The Lion King 1 1/2,14
Liz & Dick,14
The Loneliness of the Long Distance Runner,14
"Look at Us Now, Mother!",14
Lords of Chaos,14
Lost Angels: Skid Row Is My Home,14
Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,14
Love Affair,14
Love at First Child (Ange et Gabrielle),14
Luce,14
Macao,14
Mademoiselle C,14
Mamma Mia! Here We Go Again,14
The Man Who Fell to Earth,14
Marc Maron: Too Real,14
Marion Bridge,14
Mary Poppins,14
Mary Reilly,14
Matt Shepard is a Friend of Mine,14
Mausam,14
Max Payne,14
Meeting People Is Easy,14
Mike and Dave Need Wedding Dates,14
The Minus Man,14
Mission: Impossible 2,14
The Mod Squad,14
Molokai: The Story of Father Damien,14
Monster Hunt (Zhuo Yao Ji),14
Monsters vs. Aliens,14
The Mosquito Coast,14
Mothra,14
Mrs. Brown,14
Mrs. Dalloway,14
Must Love Dogs,14
My Bodyguard,14
"My Country, My Country",14
My Darling Clementine,14
My Date With Drew,14
Mysteries of Lisbon,14
Nacho Libre,14
Never Been Kissed,14
Daughter of the Nile (Ni luo he nu er),14
The Night of the Iguana,14
The Ninth Gate,14
No,14
No Manches Frida 2,14
"Norte, the End of History",14
Observe and Report,14
Odd Brodsky,14
Off the Map,14
Off and Running,14
The Omen,14
One Week and a Day (Shavua ve Yom),14
Osmosis Jones,14
Outside Providence,14
Overlord,14
Papillon,14
Paris Belongs to Us (Paris Nous Appartient),14
Deep Blue,13
The Intruder (L'Intrus),13
The Alamo,13
Soul Men,13
Hush,13
Endgame,13
Predators,13
Burglar,13
Calamity Jane,13
Carnival of Souls,13
Christmas in Connecticut,13
Dune,13
Freaky Friday,13
The Hills Have Eyes,13
The Hunchback of Notre Dame,13
Invasion of the Body Snatchers,13
The Killer Elite,13
The King and I,13
The Ladykillers,13
Marty,13
Moby Dick,13
No Man's Land,13
The Postman Always Rings Twice,13
Red Sonja,13
The Sea Hawk,13
Swing Time,13
Weird Science,13
Desperate Hours,13
Gun Crazy (Deadly Is the Female),13
Night Nurse,13
Teacher's Pet,13
Dangerous Game,13
Casino,13
Wuthering Heights,13
Ransom,13
Breakdown,13
Gloria,13
Go,13
Anna and the King,13
Miss Julie,13
Excellent Cadavers,13
Angel Eyes,13
The Girl Next Door,13
The Terminal,13
Cursed,13
Nightmare Alley,13
The Promise (Master of Crimson Armor) (Wu ji),13
The Oh in Ohio,13
As You Like It,13
The Hunting Party,13
Blood Creek,13
Burning the Future: Coal in America,13
Elegy,13
The Perfect Game,13
Open Window,13
Death in Love,13
"22 Bullets",13
"24: Redemption",13
"3 Generations",13
A Bad Moms Christmas,13
A Ciambra,13
A Four Letter Word,13
Action Point,13
Addams Family Values,13
After Everything (Shotgun),13
After Love (L'Ă©conomie du couple),13
Agent Vinod,13
Alan Partridge,13
Albatross,13
All That Heaven Allows,13
All the Money in the World,13
All the Right Moves,13
All Things Must Pass: The Rise and Fall of Tower Records,13
All Things To All Men,13
Alpha Dog,13
Altered States,13
American Heart,13
American History X,13
American Radical: The Trials of Norman Finkelstein,13
Anatomy 2 (Anatomie 2),13
Annie,13
The Answer Man (Arlen Faber),13
April's Shower,13
Aquellos que me Aman TomarĂˇn el Tren,13
"As Above, So Below",13
Autumn Spring (BabĂ­ lĂ©to),13
Away From Her,13
Battle of the Sexes,13
Yellow Submarine,13
Becket,13
Becoming Traviata,13
Being Human,13
Bettie Page Reveals All,13
The Big Bus,13
L'uccello dalle piume di cristallo (The Bird With the Crystal Plumage),13
Black Sabbath (I Tre volti della paura) (The Three Faces of Fear) (The Three Faces of Terror),13
Blackthorn,13
Blood Ties,13
Blood Work,13
BloodRayne,13
Blue Collar Comedy Tour: The Movie,13
Here and Now (Blue Night),13
Body Double,13
The Boost,13
Daai si gin (Breaking News),13
Bridget Jones's Baby,13
Brigadoon,13
The Brood,13
Burning (Beoning),13
Burnt by the Sun,13
By Hook or by Crook,13
Caddyshack,13
Campfire,13
The Candidate,13
Candyman,13
The Cardinal,13
Chappaquiddick,13
Che: Part Two (Guerrilla),13
Children of Heaven (Bacheha-Ye aseman),13
Chimes at Midnight,13
Chipmunk Adventure,13
City Slickers 2 - The Legend of Curly's Gold,13
The Claim,13
Clash of the Titans,13
Ostre SledovanĂ© Vlaky (Closely Watched Trains),13
Closer,13
Coachella,13
Compadres,13
Conan O'Brien Can't Stop,13
Coyote Lake,13
The Crime of Padre Amaro,13
Critters,13
Crooklyn,13
Cube,13
D-Tox (Eye See You),13
The Dancer Upstairs,13
Dancing Across Borders,13
Day Night Day Night,13
The Dead Pool,13
Dead Snow 2: Red vs. Dead (DĂ¸d snĂ¸ 2),13
Deterrence,13
The Devil's Advocate,13
Diary of a Lost Girl (Tagebuch einer Verlorenen),13
Diggers,13
Diplomacy,13
The Disappearance of Alice Creed,13
Disneynature Bears,13
Domestic Disturbance,13
Don't Sleep,13
Double Dragon,13
Dr. No,13
The Dresser,13
Drive,13
Dude Bro Party Massacre III,13
Duma,13
Dumb and Dumberer: When Harry Met Lloyd,13
The Dunwich Horror,13
Eastern Boys,13
EDC 2013: Under the Electric Sky,13
Eden Lake,13
Edwin Boyd (Citizen Gangster),13
El Dorado,13
Election,13
Electroma,13
Emperor,13
Enchanted,13
John Carpenter's Escape from L.A.,13
Exit Wounds,13
Extinction,13
Factotum,13
Fading Gigolo,13
Faust,13
Jet Li's Fearless (Huo Yuan Jia) (Legend of a Fighter),13
Feeling Minnesota,13
Feral,13
Finding Nemo,13
Finishing the Game,13
Flashbacks of a Fool,13
Floored,13
Flowers in the Attic,13
Following Sean,13
Forbidden Planet,13
Foreign Correspondent,13
Forever Mine,13
Fort McCoy,13
Frances,13
Freddy's Dead: The Final Nightmare,13
Free the Nipple,13
Friday,13
Fright Night,13
From Dusk Till Dawn,13
Future World,13
GasLand,13
Ghosts of Girlfriends Past,13
Ghosts of the Abyss,13
Girls Trip,13
God Bless Ozzy Osbourne,13
God Said 'Ha!',13
Good People,13
Graceland,13
Greedy Lying Bastards,13
Green Book,13
Gregory's Girl,13
Gunfight at the O.K. Corral,13
Harry Brown,13
"He Loves Me, He Loves Me Not",13
Heleno,13
Hellion,13
Henry Poole Is Here,13
Hombre,13
Homicidal,13
Honor Flight,13
Horrible Bosses 2,13
Hot Tub Time Machine 2,13
House of Cards,13
Hover,13
Howard Zinn: You Can't Be Neutral on a Moving Train,13
The Howling,13
I Am Divine,13
I Am Vengeance,13
I Spit on Your Grave (Day of the Woman),13
Identity,13
"If I Want To Whistle, I Whistle",13
Iliza Shlesinger: Elder Millennial,13
In Search of Beethoven,13
In Which We Serve,13
Indecent Proposal,13
Inferno,13
Interstellar,13
It Came from Kuchar,13
Jade,13
The Jewel of the Nile,13
Jimmy P.,13
Jinn,13
J.T. LeRoy,13
Judge Dredd,13
Jurassic Park III,13
Kedi,13
Keep Your Right Up (Soigne ta droite),13
Kevin Hart: Laugh At My Pain,13
The King of Marvin Gardens,13
Kingsman: The Golden Circle,13
Lady and the Tramp,13
The Lady Eve,13
The Last Kiss,13
Last Train Home,13
Last Vegas,13
The Lavender Hill Mob,13
Leatherface: The Texas Chainsaw Massacre III,13
Leatherheads,13
L'Enfant,13
Leprechaun Returns,13
Leroy & Stitch,13
Life,13
"Life, Animated",13
Life With Father,13
Life with Mikey,13
Life's a Breeze,13
The Lookout,13
Loot,13
Love and a .45,13
Love and Basketball,13
Lover Come Back,13
Loving,13
MacGruber,13
Macbeth,13
The Madness of King George,13
Maine,13
Malice,13
Man on Wire,13
Marat/Sade,13
March of the Penguins,13
Margin Call,13
Marketa LazarovĂˇ,13
Marley & Me,13
Mascots,13
Mateo,13
Mean Streets,13
Meet Me In St. Louis,13
Men in Black,13
Mercy,13
MI-5 (Spooks: The Greater Good),13
Michael Jordan to the Max,13
Milton Glaser: To Inform and Delight,13
Mommy Dead and Dearest,13
Monkey Shines: An Experiment in Fear,13
A Month by the Lake,13
More American Graffiti,13
Mother Night,13
Moulin Rouge!,13
Mrs. Parker and the Vicious Circle (Mrs. Parker and the Round Table),13
Mummies: Secrets of the Pharaohs,13
Mutual Appreciation,13
My Favorite Season (Ma saison prĂ©fĂ©rĂ©e),13
National Lampoon's European Vacation,13
Nativity 2,13
Needful Things,13
Negocios Sucios,13
A Night in Casablanca,13
Nobody's Fool,13
Noma: My Perfect Storm,13
Norm of the North,13
North,13
North Dallas Forty,13
Obscene,13
Of Love and Shadows,13
Office Space,13
"Oh, God!",13
Oh! What A Lovely War,13
Old Joy,13
One Day,13
One of Us,13
Operation Crossbow,13
OT: Our Town,13
Pan,13
The Paper Chase,13
Paranormal Activity: The Ghost Dimension,13
Pariah,13
Particle Fever,13
Passenger 57,13
Peepli Live,13
PĂ©pĂ© le Moko,13
Percy Jackson: Sea of Monsters,13
The Perfect Sleep,13
Period. End of Sentence.,13
Pimp,13
Planes: Fire And Rescue,13
Popstar: Never Stop Never Stopping,13
Pray the Devil Back to Hell,13
Preacher's Kid,13
The Producers,13
Project Nim,13
Rebirth,13
Protocol,13
Psycho Beach Party,13
Pulling Strings,13
Punisher: War Zone,13
Punk's Not Dead,13
Quigley Down Under,13
The Rage: Carrie 2,13
Raiders!: The Story of the Greatest Fan Film Ever Made,13
Raising Victor Vargas,13
Real Steel,13
[REC] 3 Genesis,13
The Red Badge of Courage,13
Red Cliff (Chi Bi),13
Reincarnated,13
Return to House on Haunted Hill,13
Revenger,13
Right at Your Door,13
The Ring Two,13
The Rise and Fall of Legs Diamond,13
The Road to Love,13
Rock of Ages,13
Romantics Anonymous,13
Rosenstrasse,13
Sami Blood,13
Sandy Wexler,13
Say Anything...,13
The Scalphunters,13
Scarface,13
Sea Fog (Haemoo),13
Sea of Love,13
Secret Things,13
Secretariat,13
Selma,13
Septien,13
Sex and Breakfast,13
Sex Drive,13
The Sex Monster,13
Shadow,13
The Shaggy Dog,13
Shark Tale,13
Shot Caller,13
Shut In,13
Siddharth,13
Silent House,13
Sleep Tight,13
Sleepwalk With Me,13
Small Time,13
Some Days Are Better Than Others,13
Something to Talk About,13
Son of the Pink Panther,13
The Sorcerer's Apprentice,13
Soul Boys Of The Western World,13
Sound of Noise,13
The Southerner,13
Standoff,13
Star 80,13
Star Wars: Episode VI - Return of the Jedi,13
Starsky & Hutch,13
The Statement,13
Stella's Last Weekend,13
Steve Jobs,13
Steve McQueen: The Man & Le Mans,13
Stop! Or My Mom Will Shoot,13
Stranger Than Fiction,13
Street Fighter: The Legend of Chun-Li,13
A Summer Place,13
Summertime,13
Susan Slept Here,13
Sweet Hearts Dance,13
Swerve,13
Tae Guk Gi: The Brotherhood of War,13
Take Me to the River,13
The Tale of Despereaux,13
Tales from the Golden Age,13
Tarzan,13
Tarzan & Jane,13
Tarzan Escapes,13
Teddy Bear,13
The Temp,13
Terrifier,13
The Adventures of Sharkboy and Lavagirl in 3-D,13
"Mickey, Donald, Goofy: The Three Musketeers",13
The Assignment,13
The Bag Man,13
The Bridge (Die BrĂĽcke),13
The Brother from Another Planet,13
The Bugs Bunny/Road Runner Movie,13
The Darkest Hour,13
The Devil's Violinist,13
The Dictator,13
The Divide,13
The Drop,13
The Flat,13
The Guard,13
The Help,13
The Horror of Frankenstein,13
The Human Resources Manager,13
The Hurt Locker,13
The Institute,13
The Intern,13
The Last Big Thing,13
The Legacy of a Whitetail Deer Hunter,13
The Lodgers,13
The Lullaby,13
The Man on the Train (L'homme du train),13
The Monuments Men,13
The Motive (El autor),13
The Outrageous Sophie Tucker,13
The Piano Tuner of Earthquakes,13
The Red Turtle (La tortue rouge),13
The Rise and Rise of Bitcoin,13
The Robber,13
The Santa Clause 2,13
The Scribbler,13
The Thief of Bagdad,13
The Three Musketeers,13
The Zookeeper's Wife,13
They'll Love Me When I'm Dead,13
The Thing Called Love,13
This Is My Life,13
This Property Is Condemned,13
Thunderheart,13
THX 1138,13
Tiger Eyes,13
Time Lapse,13
The Tooth Fairy,13
Trick 'r Treat,13
Trust,13
Elimination Game (Turkey Shoot),13
Two Hands,13
UHF,13
Una noche (One Night),13
Uncle Drew,13
Under the Eiffel Tower,13
Undercover Brother,13
Unstrung Heroes,13
Up the Yangtze,13
USS Indianapolis: Men of Courage,13
Vacancy,13
Vera Cruz,13
Veteran,13
Victim,13
Viktor,13
The Village,13
Warrior King 2 (The Protector 2),13
We Were Here,13
Weiner,13
What's Cooking?,13
Where the Sidewalk Ends,13
Whiskey Tango Foxtrot,13
Who Framed Roger Rabbit,13
Whores' Glory,13
The Widow of Saint-Pierre (The Widow of St. Pierre) (La veuve de Saint-Pierre),13
Will Success Spoil Rock Hunter?,13
Willard,13
Wish I Was Here,13
Wonderstruck,13
Wrecker,13
Wrong,13
The Yards,13
Your Friends & Neighbors,13
You've Been Trumped,13
Zero Effect,13
Patagonia Rising,12
Patton Oswalt: Finest Hour,12
Pavarotti,12
Pecker,12
Peeples,12
Philip Roth: Unmasked,12
Physical Evidence,12
Picnic at Hanging Rock,12
Ping Pong Playa,12
"Pink Ribbons, Inc.",12
PokĂ©mon Detective Pikachu,12
Precious Life,12
The Pumpkin Eater,12
Punch,12
Punishment Park,12
Putney Swope,12
The Racket,12
Rasputin and the Empress,12
Reality,12
Allegiance,12
The Red House,12
Red River,12
The Replacement Killers,12
Repulsion,12
Return of the Fly,12
The Return of the Living Dead,12
Rocket Science,12
Roger Dodger,12
Roman de gare,12
Ronin,12
Rudy,12
Saboteur,12
Santa Claus Is Comin' to Town,12
Scarlet Street,12
Schneider vs. Bax,12
The September Issue,12
Sex & Drugs & Rock & Roll,12
Shadrach,12
Shakespeare in Love,12
Shanghai Knights,12
Shattered Glass,12
She's Having a Baby,12
Shine a Light,12
Shock Corridor,12
Side Effects,12
Simpatico,12
Skinwalkers,12
Sky,12
The Slammin' Salmon,12
Sleepy Hollow,12
Slums of Beverly Hills,12
Smiley,12
Some Kind of Hero,12
A Sound of Thunder,12
Southie,12
Sparkle,12
Species,12
Speed 2 - Cruise Control,12
Spider-Man 3,12
The Squid and the Whale,12
Stake Land,12
Star Trek - Nemesis,12
Step Into Liquid,12
The Strange Woman,12
Striptease,12
Submergence,12
Summer of Blood,12
Surveillance,12
Tammy,12
Taste the Blood of Dracula,12
Teaching Mrs. Tingle,12
Teen Spirit,12
"Tell Me That You Love Me, Junie Moon",12
Telstar (Telstar: The Joe Meek Story),12
That Man from Rio,12
The Company Men,12
The Nutcracker,12
The African Queen,12
The Amazing Spider-Man 2,12
The Atoning,12
The Attorney,12
The Band's Visit,12
The Belko Experiment,12
The Big Lebowski,12
The Cell,12
The Children Act,12
The Collection,12
The Curse of La Llorona,12
The Details,12
The Double,12
The End of Love,12
The Family,12
The Farm: Life Inside Angola Prison,12
The Five-Year Engagement,12
The Flaw,12
The Fog,12
The Forest,12
The Forgiveness of Blood,12
The Gambler,12
The Go-Getters,12
The Hollars,12
The Illusionist (L'illusionniste),12
The Keeping Hours,12
The Kids Are Alright,12
The Last Laugh (Der Letzte Mann),12
The Legend of Cocaine Island,12
The Little Mermaid 2: Return to the Sea,12
The Magic Christian,12
The Marriage Circle,12
The Naked Kiss,12
The November Man,12
The Nun's Story,12
The Other Side of Everything (Druga strana svega),12
The Paperboy,12
The Parts You Lose,12
The Party's Over,12
The Perfect Family,12
The Quiet Ones,12
The Remaining,12
The River,12
The Rocket,12
The Salesman (Forushande),12
The Strange Ones,12
The Sun Is Also a Star,12
The Taking of Pelham One Two Three,12
The Tale of Zatoichi Continues (Zoku ZatĂ´ichi monogatari),12
The Trials of Darryl Hunt,12
The Turin Horse,12
The Unknown Known,12
The Wind Will Carry Us,12
The Woman in Black,12
Theater of Blood (Theatre of Blood) (Much Ado About Murder),12
Thirteen Conversations About One Thing,12
This Is the End,12
Three Sisters,12
Through a Lens Darkly: Black Photographers and the Emergence of a People,12
Tiger Bay,12
Time Bandits,12
To Catch a Thief,12
Tracers,12
Track 29,12
Trespass,12
Trial by Fire,12
Triple 9,12
Triumph des Willens (Triumph Of The Will),12
Tully,12
Twentieth Century,12
Two if by Sea,12
Two Men Went to War,12
The Unbelievable Truth,12
UNDEAD,12
Up in the Air,12
Up the Down Staircase,12
Up the Sandbox,12
Violet & Daisy,12
Viva Zapata!,12
"Walk, Don't Run",12
The War Room,12
The War Wagon,12
Warriors of Heaven and Earth (Tian di ying xiong),12
Washington Square,12
Wasted on the Young,12
The Water Horse: Legend of the Deep,12
We Are Boats,12
We Are The Night,12
We Don't Live Here Anymore,12
The Wedding Singer,12
What Lies Beneath,12
White Oleander,12
Why Him?,12
Wilderness Survival For Girls,12
Will Penny,12
Without a Clue,12
Without Limits,12
Wonder Park,12
Yoga Hosers,12
Young & Beautiful (Jeune Et Jolie),12
Youth Without Youth,12
Zodiac,12
The Accused,12
Criminal,12
The Narrow Margin,12
Park,12
The Silence,12
Beverly Hills Chihuahua,12
Ben X,12
Sugar,12
Leaves of Grass,12
Okuribito (Departures),12
Fame,12
Tron Legacy,12
Chloe,12
The Oath,12
The Best of Times,12
The Birds,12
Creature from the Black Lagoon,12
Gloria,12
Gung Ho,12
Invasion of the Body Snatchers,12
King Kong,12
The Miracle Worker,12
Moulin Rouge,12
Next of Kin,12
The Pink Panther,12
Runaway,12
Scanners,12
Simon,12
The Squeeze,12
The Taming of the Shrew,12
Thief,12
This Gun for Hire,12
Venom,12
White Christmas,12
Witness,12
Kiss of Death,12
My Blue Heaven,12
Memphis Belle,12
Anastasia,12
Hidden Agenda,12
Possessed,12
Brother's Keeper,12
Boomerang!,12
Sudden Death,12
"Cry, the Beloved Country",12
The Mark of Zorro,12
The Haunting,12
House on Haunted Hill,12
Boiler Room,12
On the Edge,12
Human Nature,12
Suicide Club,12
Straight Into Darkness,12
Red Doors,12
Quarantine,12
The Art Of Travel,12
The Twilight Saga: Eclipse,12
The Friends of Eddie Coyle,12
"16 Years of Alcohol",12
"31",12
"360",12
"4/20 Massacre",12
"4 (Chetyre)",12
A Fond Kiss,12
A Man and a Woman,12
A Nightmare on Elm Street 4: The Dream Master,12
A Quiet Place,12
A Simple Favor,12
A Suitable Girl,12
A Teacher,12
A War (Krigen),12
Abe Lincoln in Illinois,12
About Time,12
Adventures in Public School (Public Schooled),12
Agnes of God,12
Agora,12
Aileen: Life and Death of a Serial Killer,12
Air Strike,12
Akron,12
Alien Outpost,12
Ali's Wedding,12
All the Little Animals,12
Amanda Knox,12
Amazing Journey: The Story of The Who,12
American Folk,12
American Graffiti,12
American Me,12
American Sniper,12
Amnesiac,12
Analyze That,12
And the Band Played On,12
Angie,12
Anna and the Apocalypse,12
Anna Karenina,12
Another Gay Sequel: Gays Gone Wild!,12
Another Woman,12
Ant-Man and the Wasp,12
Arrival,12
Art School Confidential,12
Avanti!,12
Babes in Arms,12
Baby Boom,12
Baby Doll,12
Backtrack,12
The Last Circus,12
The Ballad of Cable Hogue,12
Band Aid,12
Battle: Los Angeles,12
Battle of Britain,12
Be Cool,12
Bean,12
Becoming Astrid (Unga Astrid),12
Bela Lugosi Meets a Brooklyn Gorilla,12
Bend It like Beckham,12
Best Laid Plans,12
The Best Little Whorehouse in Texas,12
Beverly Hills Cop II,12
Big Night,12
The Big Red One,12
Black Book,12
Black Hawk Down,12
Blitz,12
BMX Bandits,12
Bo Burnham: Make Happy,12
Boarding Gate,12
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,12
Bowling for Columbine,12
A Boy and His Dog,12
The Boy Friend,12
Boy Wonder,12
Bra Boys,12
Brave New Jersey,12
The Break-Up,12
Breakfast with Scot,12
The Bride of Frankenstein,12
A Brief History of Time,12
Broken City,12
Buffalo '66,12
Bullitt,12
Burning Annie,12
Burning Man,12
Cabin Fever,12
CafĂ© de Flore,12
California Suite,12
Camille Claudel,12
Camino,12
Camp X-Ray,12
Carrie Pilby,12
Caterina in the Big City,12
Chandni Chowk To China,12
Chasers,12
Chasing Coral,12
Cherry Tree,12
Choking Man,12
Circo,12
Cleanskin,12
Closed Circuit,12
Cobra Verde,12
Code of Silence,12
Comic Book Confidential,12
Commandments,12
Conan the Destroyer,12
"Crna macka, beli macor (Black Cat, White Cat)",12
Cross of Iron,12
Daguerrotype (Le secret de la chambre noire),12
Damsel,12
Dance Flick,12
Dante's Peak,12
Darkman III: Die Darkman Die,12
The Day of the Locust,12
Daylight,12
Dead Snow (DĂ¸d snĂ¸),12
The Decline of Western Civilization Part II: The Metal Years,12
Deep Sea 3D,12
Designing Woman,12
Dirty Pretty Things,12
The DivorcĂ©e,12
Drumline,12
Duck Season (Temporada de patos),12
Due Date,12
Eagle vs Shark,12
El Aura (The Aura),12
Electric Slide,12
Embrace Of The Serpent (El Abrazo De La Serpiente),12
The Empire in Africa,12
Endless Poetry (PoesĂ­a Sin Fin),12
Enemy Territory (Septembers Of Shiraz),12
Entrapment,12
Erik the Viking,12
The Even Stevens Movie,12
Eye In The Sky,12
Fairy Tale: A True Story,12
The Fallen Idol,12
Far from Men,12
Father of the Bride: Part II,12
Ferris Bueller's Day Off,12
Fetih 1453 (Conquest 1453),12
Fifty Shades of Black,12
Finding Amanda,12
Finding Your Feet,12
First Kill,12
Fish Tank,12
Flannel Pajamas,12
Flock Of Dudes,12
Forgetting The Girl,12
Found,12
From Russia With Love,12
Full Frontal,12
Funny Story,12
Gabrielle,12
Gang Related,12
The Gate,12
Gay Sex in the 70s,12
Geography Club,12
Get Out,12
Get Out Your Handkerchiefs (PrĂ©parez vos mouchoirs),12
The Ghost and Mrs. Muir,12
Ghost in the Machine,12
Gifted,12
Girlfight,12
Glen Campbell: I'll Be Me,12
Gods and Monsters,12
Godzilla,12
Godzilla Vs Mechagodzilla II (Gojira VS Mekagojira),12
Godzilla Resurgence (Shin Godzilla),12
Godzilla vs. Megaguirus,12
Golmaal 3,12
Good Time,12
Goodbye Solo,12
Grand Prix,12
The Grapes of Wrath,12
Grease,12
Great Expectations,12
The Great Ziegfeld,12
Gremlins 2: The New Batch,12
GĂĽeros,12
Gun Shy,12
Gwen,12
Hannah Arendt,12
Haunter,12
Hawking,12
Heist,12
Hello Lonesome,12
Her,12
Hey Happy!,12
Holy Man,12
Home Again,12
Hondo,12
Lisa And The Devil (Lisa e il diavolo) (The Devil in the House of Exorcism),12
How I Ended This Summer,12
How Murray Saved Christmas,12
How the West Was Won,12
How to Eat Fried Worms,12
How to Steal a Million,12
Howards End,12
Howling II,12
Husbands,12
I don't feel at home in this world anymore.,12
I Heart Huckabees,12
If a Tree Falls: A Story of the Earth Liberation Front,12
Il Divo,12
In Darkness,12
In the Bedroom,12
In the Loop,12
In un altro paese,12
Indochine,12
Ip Man 2: Legend of the Grandmaster,12
Iraq in Fragments,12
Iron Island,12
It's All Gone Pete Tong,12
Jacob's Ladder,12
Jess + Moss,12
Jobs,12
Johnny English Strikes Again,12
The Journey of August King,12
Juice,12
The Juror,12
Seeking Justice,12
Kabhi Khushi Kabhie Gham,12
Kate & Leopold,12
Kelly's Heroes,12
Kidnap,12
Klown Forever (Klovn Forever),12
The Kreutzer Sonata,12
Ladyworld,12
The Laramie Project,12
Left on Purpose,12
Legend of the Guardians: The Owls of Ga'Hoole,12
Legion,12
Leonie,12
Let Me In,12
Lethal Weapon 4,12
Let's Kill Ward's Wife,12
"Like Sunday, Like Rain",12
Little Monsters,12
Little Nikita,12
Local Hero,12
Lone Survivor,12
Loosies,12
The Lord of the Rings,12
Lorenzo's Oil,12
Lost Boys of Sudan,12
Loulou,12
Luck by Chance,12
"Lust, Caution",12
Mad Max: Fury Road,12
The Mambo Kings,12
Mamma Mia!,12
